ticket_volume,deadline_proximity,sleep_quality,complexity,interruptions,eeg_beta,eeg_alpha,eeg_delta,eeg_theta,state_label
3,3,2,3,1,1.0,0.0,0.586441952517151,0.3926188823307385,Stressed
0,0,1,1,1,0.0011520595740228956,0.9187370901934424,0.3011165889889528,0.26134820069847287,Relaxed
3,0,1,3,0,0.5736646931881597,0.41469771961423946,0.35383498911363004,0.03328955957063539,Focused
2,3,2,0,3,0.7587898582266279,0.219978081294041,0.6459804796193479,0.9481557609128103,Stressed
3,1,1,3,3,0.6295754435473996,0.3604669067823781,0.33086421949041234,1.0,Distracted
3,0,0,0,1,0.43496490735226784,0.5659335870921177,0.0,0.2598821861084243,Focused
0,2,1,0,1,0.26338961032423425,0.7923869951214125,0.34635498432960343,0.2815832181908838,Relaxed
2,1,2,2,3,0.5492306127382278,0.456185046057657,0.594058343964762,0.9243736212151857,Distracted
2,0,1,2,3,0.4265811454012781,0.5515631201127206,0.4033247221563476,1.0,Distracted
1,1,1,2,2,0.4767249898260557,0.48364001897713543,0.33139343253970316,0.6953227882416988,Distracted
1,2,1,1,1,0.3744525570701683,0.7175392014646891,0.3395426671029068,0.30099897690860233,Relaxed
1,1,1,1,3,0.30121240873808913,0.6579928047724658,0.3641854267287533,1.0,Distracted
2,1,1,2,2,0.5465342887104925,0.4684010317606355,0.3402062438451666,0.6006810805930295,Focused
1,0,2,3,0,0.364113190963226,0.6383287007217671,0.7192614487779951,0.0,Fatigued
2,0,0,0,0,0.2425590820829376,0.7594815367998435,0.0,0.02313380686148109,Relaxed
1,1,2,1,0,0.3078182031651256,0.6559084639083698,0.6644062722652233,0.0019741724925000925,Fatigued
2,3,1,1,0,0.6698145883298909,0.29849349739667486,0.34980919438877095,0.0,Focused
3,3,2,2,0,0.9223511797705141,0.05354132479421278,0.6375609379303233,0.0,Stressed
0,1,1,3,2,0.23993569633449804,0.7416266269623817,0.35081676629332165,0.6191897110676357,Relaxed
1,1,2,2,1,0.4720644772631423,0.4085441122895187,0.6172300913904606,0.35775593789696936,Focused
0,0,0,2,0,0.05262059181160764,0.9118895834175185,0.023592085757998586,0.0,Relaxed
2,3,2,0,2,0.6269296568542777,0.357632303953129,0.7082285887237973,0.6564617562690458,Fatigued
1,0,2,3,3,0.27779316437139684,0.7365582438005608,0.673026978754655,0.9728440376017261,Fatigued
3,2,1,0,3,0.6670685961553725,0.3463319417628347,0.32592857086679855,0.9156489166690107,Distracted
1,3,0,0,3,0.4710136769509012,0.5885372013489216,0.0,0.9437899246764123,Distracted
2,3,2,0,0,0.5845712582599437,0.40668265507661705,0.6859881576435715,0.0,Fatigued
2,0,0,0,1,0.24639819549035263,0.6580828952198008,0.0,0.35586205055277587,Relaxed
1,2,2,0,2,0.46028840771674717,0.5317460791531076,0.6576834797524482,0.690705465567128,Fatigued
2,1,2,0,2,0.4133072089970528,0.5817718421133312,0.7142129650468267,0.6710932488389226,Fatigued
2,2,2,0,0,0.5544353050954475,0.46441714469611356,0.658453679936529,0.031794047368086734,Fatigued
2,3,1,1,3,0.6197498271852738,0.25799442795304134,0.25750651224254545,0.9868378925449237,Distracted
0,3,1,0,2,0.3386615617017668,0.6693386307402335,0.2495206790068194,0.6876588964016447,Distracted
1,0,3,3,0,0.4219017992015558,0.5938941303006583,0.9212864249158421,0.023073742966869246,Fatigued
2,1,3,3,0,0.6621904455377008,0.260622114093612,0.962878688087149,0.0,Fatigued
1,0,1,2,0,0.27150179814239656,0.7895767831551089,0.2891724597892635,0.012207328195683806,Relaxed
0,0,1,1,1,0.06810362169292518,0.9581061983025974,0.34428373869710255,0.2681467269776806,Relaxed
1,3,1,2,2,0.6478139557779352,0.3610917876605333,0.32940201518663526,0.6129883492519907,Focused
1,0,2,3,3,0.4086071028739677,0.5777804803520037,0.6548541331690896,0.9516938410307024,Fatigued
2,0,1,1,0,0.3518740423223247,0.6874288488889104,0.33494074181219063,0.0,Relaxed
1,3,1,1,1,0.575104822786737,0.35224239161828286,0.3621038688915574,0.3535592565620929,Focused
2,3,3,0,3,0.6571973232807129,0.35884917485096923,0.9769433017626119,0.978133538693395,Fatigued
0,3,1,0,2,0.433701891750881,0.6019812185053707,0.31995414307840436,0.724433234082716,Distracted
2,2,1,3,0,0.7632105227321624,0.2957460606997006,0.2922461826215662,0.053773988461389956,Stressed
2,1,0,2,1,0.5590973986035987,0.4454116661864259,0.0,0.3255602923588108,Focused
1,2,2,3,0,0.6633607701457996,0.3273335576743147,0.633063509611175,0.02315378457900029,Focused
2,1,2,3,3,0.5530696481899063,0.46649423364938797,0.6472462513603336,1.0,Distracted
1,0,2,1,3,0.15217464202895895,0.8888225682762132,0.6593316300255858,1.0,Fatigued
0,1,2,0,1,0.19987154348444114,0.7863147738690739,0.6717305505747743,0.31761716507451304,Fatigued
1,3,0,2,2,0.6940862929117163,0.3248894669045115,0.0,0.7687729027431338,Distracted
2,0,2,2,2,0.37897905151654393,0.6621202655029989,0.6488211169536474,0.6605443306068041,Distracted
2,1,2,3,1,0.6186549429215586,0.3620367615620986,0.7947730140010947,0.27234947786530067,Fatigued
1,1,1,1,0,0.3600435172438797,0.5555585275442563,0.3572491728602834,0.04027382501286628,Relaxed
0,1,3,1,2,0.2004164859367197,0.7167556146753069,0.97782399321584,0.6651381144135871,Fatigued
3,0,2,2,2,0.4628944662906249,0.5031519166193652,0.64009634385779,0.612777015276526,Focused
1,0,1,2,1,0.224577146331923,0.7701362817914851,0.3315460946805377,0.29177835277574304,Relaxed
2,3,0,1,2,0.6451944561477421,0.25739609927920715,0.014502733201404015,0.6609391277845232,Distracted
1,0,1,0,0,0.19340208630977407,0.7412566166774818,0.20964259354357956,0.0,Relaxed
1,1,3,3,2,0.484507294033056,0.5546797248147931,0.9840653262470827,0.6543923935145324,Fatigued
1,3,2,1,1,0.6392698033763737,0.3851843010415377,0.6101975147635529,0.320501973868222,Focused
2,2,0,1,2,0.5406788944311821,0.5438234458209948,0.002079749567164643,0.6365246002034719,Focused
1,0,1,3,1,0.3036708395509594,0.6891225284136346,0.31516146341631246,0.3483670702931777,Relaxed
2,0,2,2,0,0.3495894077319218,0.6445308169185477,0.66628382689687,0.0,Fatigued
1,0,1,1,2,0.23021177129981457,0.8670345473845056,0.3593215071489159,0.6525465858495075,Distracted
0,0,1,2,3,0.17457078128257442,0.7968945230883028,0.33881697649478587,1.0,Distracted
2,1,2,1,3,0.4210266855457547,0.4992603923390076,0.6576101201104949,0.992502104134252,Fatigued
0,1,2,1,0,0.12065819147496423,0.7757934158431318,0.6242515218692659,0.03279365074187616,Relaxed
2,1,2,0,3,0.4487201854676401,0.6712246383628024,0.7956445616401516,0.9544351656745116,Fatigued
3,1,2,2,1,0.6389569424001618,0.319392215382722,0.687910145819296,0.3226629930140412,Fatigued
0,3,2,2,1,0.5155632804995322,0.4452956375312531,0.6064176354387999,0.37960152175505435,Focused
2,1,2,0,1,0.459047227818007,0.535341928672511,0.6485793388745422,0.31679792201811113,Focused
3,2,1,0,1,0.670154104229399,0.3596227969990287,0.28291497215293415,0.28869129854571796,Focused
1,3,1,3,2,0.7459502265927787,0.27462452063352943,0.30840235869283,0.7188616737016246,Stressed
3,0,2,2,1,0.5842356947125323,0.44971647244780283,0.5434223976940799,0.3070222595332865,Focused
1,0,2,1,1,0.1961154844059152,0.832318813319188,0.6479698596428098,0.2727150239508636,Relaxed
2,2,0,3,1,0.716589759888632,0.25640677754662866,0.04284733115120508,0.3454635766954181,Stressed
0,0,2,3,3,0.22579757583285845,0.7799236812643279,0.7641733149765452,0.9841896839230001,Fatigued
1,1,1,3,2,0.5465556710237902,0.4028206048183411,0.4090078554945482,0.6301903047168271,Focused
3,2,2,2,1,0.7927851549681665,0.27496171541916337,0.6667336410077488,0.31452255318898575,Fatigued
1,1,1,1,3,0.3737686160591901,0.6256437519890696,0.23791761141014012,0.9558000717124389,Distracted
2,3,2,2,2,0.8327333856492514,0.04741127575351878,0.6203193510956929,0.6576622057592906,Stressed
0,1,1,3,1,0.2877017210411916,0.682193486707459,0.33686542950892406,0.34724544428354814,Relaxed
2,3,0,3,1,0.883607118282324,0.04213024329595755,0.0,0.26306202476303564,Stressed
1,2,1,1,1,0.42625084296833027,0.5579848257552792,0.3011342123067356,0.3496775790301309,Focused
2,1,1,3,0,0.5489720586031336,0.4786983512058498,0.32924825533102486,0.0,Focused
3,2,1,2,0,0.7985771744528479,0.23051369685674428,0.3663321833370761,0.003793074662968782,Stressed
2,3,1,2,0,0.7486574968846067,0.23553592939391718,0.341722039204115,0.01660002085058294,Stressed
1,0,2,2,0,0.29245626826292165,0.6937632651583606,0.6127938067779332,0.035489417716569244,Relaxed
1,0,2,2,2,0.25199130314171,0.7173440996890135,0.7500567184575719,0.6265348948903225,Fatigued
3,1,0,3,2,0.7372523359649331,0.1772438496348519,0.0,0.7503311909467136,Stressed
0,3,1,1,0,0.4979300257490532,0.4494965035433651,0.30110963141488384,0.0,Focused
2,2,1,0,3,0.5288224665547038,0.5410518342727989,0.2680532355028307,1.0,Distracted
1,3,3,1,0,0.6319410035922434,0.4184790872869131,1.0,0.018635819445465277,Fatigued
3,0,1,3,3,0.6605603087360432,0.34705956687467104,0.3503080681319528,1.0,Distracted
1,0,1,3,0,0.21675405552648203,0.7347178325064719,0.2827342298214779,0.003096206698291183,Relaxed
3,1,1,2,3,0.6658542503743462,0.41601268861312884,0.40854637509109215,1.0,Distracted
2,1,1,0,3,0.35662471147192093,0.6572980707804367,0.33767451607111865,1.0,Distracted
2,0,1,3,2,0.5382766585255843,0.4770087657145166,0.3271744795840323,0.6956825051939641,Distracted
0,3,2,0,2,0.310807977559018,0.6863845395437693,0.5671043279484619,0.5900040561732635,Relaxed
2,1,1,0,3,0.5271259783269099,0.49882668732408847,0.40721911729452376,0.9407900542434503,Distracted
0,1,2,3,1,0.30539530791619096,0.8324692651538187,0.6300252654443073,0.33710742071866256,Relaxed
1,1,1,2,3,0.32636284893795003,0.7203992335276272,0.3660151344266659,1.0,Distracted
2,1,1,0,3,0.38370120929191137,0.6388649897498028,0.2986153644695575,0.9163743281129115,Distracted
1,1,1,3,1,0.5099294432893396,0.5370338229261349,0.31362932904715024,0.3997988866497518,Focused
1,1,2,3,3,0.5596074011110493,0.5002652725028317,0.6084304658209535,1.0,Distracted
2,1,1,3,0,0.6121074724746712,0.3668706736894322,0.3205753703669948,0.05633787391267952,Focused
2,0,3,1,3,0.3442978898597865,0.6341786164194013,0.9859395600923861,0.9975724774462313,Fatigued
2,0,1,3,3,0.3955346508884727,0.6450857181634095,0.26133312329026614,1.0,Distracted
0,1,0,3,2,0.26896361246508166,0.655073691089387,0.0,0.6774138138160245,Distracted
2,0,3,2,2,0.4531778241735317,0.5331650270682234,1.0,0.665783962446579,Fatigued
2,1,1,3,3,0.6152278055896185,0.37530664110418743,0.34071236561807894,0.9818742907702133,Distracted
2,1,1,1,1,0.5335130682673805,0.34681060858453383,0.3535624165057061,0.2635971157432021,Focused
1,2,2,0,2,0.31235364705565466,0.7428145179888384,0.5991617972508847,0.655693408815144,Distracted
1,0,1,0,1,0.15599372378659665,0.8187103620334375,0.3769144787211612,0.33542129567239837,Relaxed
2,0,1,2,3,0.3787143711271577,0.6612989952258116,0.3663254552921616,0.9383850399148039,Distracted
1,1,1,3,2,0.5258081096445584,0.5807745179654276,0.35171526401191416,0.730759430817716,Distracted
2,2,1,3,2,0.7956603668726734,0.215531681924326,0.2713744925475832,0.6530528592060085,Stressed
1,3,3,2,0,0.6545137410827611,0.3225730633847217,0.9129355674571041,0.03071709371257191,Fatigued
2,2,0,0,0,0.5510374107963529,0.4597499728028174,0.0,0.07000558622054831,Focused
3,1,1,3,1,0.7014559480944703,0.28094386627356466,0.3284550861926944,0.313444328798188,Stressed
1,0,2,0,3,0.1113833551349234,0.831347891246274,0.5512049998487684,0.9030418122108592,Distracted
0,2,1,1,0,0.2496924535850905,0.7505662031696386,0.3443749801970287,0.0640799761607726,Relaxed
2,0,2,1,3,0.42398724187781567,0.6064033539317436,0.8173162328378981,0.9995389886769676,Fatigued
3,1,3,0,1,0.6057062860497289,0.34751154691639985,0.9941771604448293,0.379529724753538,Fatigued
3,2,1,3,3,0.8914768160078408,0.20456276145412897,0.3369135640432419,0.9892832179460747,Stressed
0,2,2,0,2,0.2487576721313928,0.6336347308585024,0.5947069776578777,0.6859009023254823,Distracted
1,3,1,1,0,0.6429360426542295,0.5043247029129116,0.2490231384066109,0.0,Focused
1,0,2,2,0,0.2778899673993758,0.7570057439935789,0.6904688351847962,0.0,Fatigued
1,1,1,1,2,0.41839058044064514,0.6306882623561074,0.3036061078168062,0.7566398207161267,Distracted
0,1,1,2,0,0.2506802965448457,0.7424787743528481,0.34875297695443325,0.0,Relaxed
1,0,1,1,1,0.25510594730132435,0.757083909285135,0.2984446394528593,0.31941362699534936,Relaxed
2,0,1,2,3,0.3754469043806634,0.5683576528316621,0.2747077152538801,1.0,Distracted
1,1,1,1,1,0.31511113158096565,0.7332370616842785,0.27390887735508357,0.3468812218568573,Relaxed
1,3,1,2,0,0.6474979383157169,0.3233087839900791,0.3593603257368741,0.0,Focused
0,3,2,1,3,0.5094011481372107,0.4886598426132443,0.6483616411034211,0.9908228912569605,Distracted
3,1,2,3,0,0.7569012707080716,0.24207321936619397,0.5502314892655439,0.0,Stressed
2,0,2,2,1,0.48147427420801236,0.4930610400293739,0.6888952177498413,0.40923872410564655,Fatigued
1,1,1,0,3,0.24495154544322761,0.7843706153057308,0.33330525346993134,1.0,Distracted
1,3,1,3,2,0.7228665332649502,0.26477405083400224,0.3194809745132981,0.6589354639023104,Stressed
0,1,2,0,1,0.11563773225892743,0.8838284279376214,0.7469511987659258,0.27716004305789305,Fatigued
1,0,1,0,0,0.12157663278574218,0.8723472675562237,0.416433200571552,0.032399941725924086,Relaxed
2,0,1,2,1,0.3724742193273048,0.6382251628095459,0.30447394225143926,0.33663306436104873,Relaxed
1,1,1,0,2,0.33273815444107996,0.6631394439521473,0.3033909078983038,0.6578058571408023,Distracted
1,0,1,1,2,0.22702722272353623,0.7706346639675976,0.4211651453248263,0.6018904868942717,Relaxed
2,1,1,0,2,0.41086186387195217,0.6210893142248375,0.3551269728037608,0.7297664833076404,Distracted
3,0,0,0,3,0.3872148988209858,0.6216002858819951,0.11527588067994475,0.9885021584979417,Distracted
1,2,2,1,3,0.47413090803420604,0.48261740669054026,0.7083775995528524,0.9969443075915175,Fatigued
1,2,2,3,1,0.6910786587588397,0.3571566998978804,0.592709221419303,0.3698495011389104,Focused
2,1,0,2,2,0.5221594758862957,0.44808763845509614,0.0,0.6345978878722709,Focused
1,2,1,0,3,0.40805441074189386,0.5866507371620947,0.3202628662684613,0.9803955544002962,Distracted
3,1,2,2,1,0.6398340009601627,0.36365323734419475,0.6662404794053151,0.4093898126773501,Fatigued
1,1,3,3,1,0.4296019724391138,0.5400713608857298,1.0,0.3605502122418296,Fatigued
2,1,2,3,0,0.5817349801116354,0.327250177322327,0.6116107903629328,0.1321782522678137,Focused
2,2,0,2,1,0.6055616307989707,0.3083380810297432,0.0,0.3191109489665129,Focused
1,1,2,1,0,0.2631353891715128,0.7914414720274234,0.6955453266353148,0.08680386482991777,Fatigued
1,0,3,3,0,0.2807003699329764,0.8010675609208471,0.9606419565876859,0.0,Fatigued
3,1,2,3,2,0.8040921737896153,0.253886040772612,0.6596089721895172,0.6933625989348284,Fatigued
1,1,1,1,1,0.36969270600162446,0.6037016255407112,0.28067606741854534,0.39108278657211537,Relaxed
2,1,1,1,2,0.49221448190399664,0.5990024633442349,0.35016916442500456,0.6543446860332324,Distracted
2,0,1,2,0,0.44922915411176023,0.5033942449836096,0.30531896145873433,0.06340435206293736,Focused
2,0,1,0,0,0.2620607231216487,0.7195004996801715,0.38002906388016466,0.0,Relaxed
1,0,1,1,1,0.23159097031261006,0.8067757912136095,0.326407576586274,0.27609643857247135,Relaxed
2,3,1,1,3,0.7238222185436829,0.3267830092590235,0.2197063458295781,1.0,Stressed
2,0,1,3,0,0.5289933713696451,0.439999039173368,0.33856902481218143,0.13669665807610568,Focused
1,0,0,0,2,0.1027141116618624,0.9055393582694362,0.04587412737341123,0.7188342876929577,Distracted
2,0,2,0,1,0.16154585873022756,0.938530480798939,0.594187466357259,0.41500116735289583,Relaxed
0,2,1,2,0,0.4588785833674721,0.48572834197506953,0.3122886863025967,0.0,Focused
2,0,2,2,2,0.35082775321378146,0.6474051657461658,0.676047062664576,0.7631542559270608,Fatigued
2,0,1,1,1,0.31829124368841655,0.6999226840029144,0.3172953807357877,0.28138393465535594,Relaxed
1,2,2,1,3,0.4161146493987343,0.568193556763949,0.6248548329515792,0.9633976082833303,Distracted
0,0,3,3,0,0.1506456037171678,0.8882175034858303,1.0,0.02972725902559303,Fatigued
3,0,1,0,3,0.2807338454155703,0.7900362984162835,0.3374669213668216,0.9761480412815453,Distracted
3,0,2,1,0,0.4602800240771806,0.5508522807981397,0.6681426044774639,0.030072953381527875,Fatigued
2,0,1,1,0,0.3658047977639537,0.7218534257208501,0.37718153559938555,0.0,Relaxed
1,1,1,2,2,0.4165150703370013,0.5473398825946437,0.3595556143906051,0.69569407290563,Distracted
2,1,0,0,1,0.42551694145221347,0.5497459858216339,0.019364600227462416,0.328349113568339,Focused
0,0,2,2,0,0.08602418147602316,0.8911701541345279,0.6430670358475545,0.0,Relaxed
1,0,2,0,3,0.1378456798723883,0.8567831647159131,0.6537330854061434,1.0,Fatigued
1,0,3,0,3,0.07015556099155361,0.9029616906568367,0.9809522281121653,1.0,Fatigued
2,3,1,1,3,0.7965547394403121,0.20617069655604253,0.36831060067974225,1.0,Stressed
1,1,1,1,2,0.30413889380804693,0.5948004532397941,0.3977904403189673,0.7593578644210676,Distracted
2,1,2,2,2,0.5834320237203687,0.436586337930609,0.6128706459773473,0.7563283614026183,Distracted
1,3,2,1,0,0.654265845794212,0.42095327447205944,0.6869709869161501,0.03819062726963083,Fatigued
0,0,2,1,3,0.07340023597923724,0.899215507202857,0.6683484324636189,0.9851065116392114,Fatigued
3,0,0,1,3,0.36793894942164984,0.6625846696431551,0.07411204982682452,1.0,Distracted
1,1,2,2,1,0.4409666532033505,0.5702870950126193,0.6829633830973039,0.30903747698812306,Fatigued
0,2,1,0,1,0.30882768489238577,0.7324614044738318,0.29578909549259597,0.39200292676231935,Relaxed
0,0,3,0,2,0.03384913678573994,0.9176441023288883,0.9723418435279249,0.62244279804684,Fatigued
1,0,0,0,1,0.18502623336221163,0.7572531188812452,0.0,0.28533082799327175,Relaxed
2,2,1,2,1,0.767733060419692,0.21781822015412944,0.2862701749535302,0.36352954823004235,Stressed
0,3,0,0,1,0.40902102207966584,0.5377977840048116,0.0,0.2679239051540486,Focused
2,2,3,0,0,0.4504083859037933,0.534823431695631,1.0,0.04590795921297832,Fatigued
1,2,1,3,3,0.5901097511421766,0.3231869347406582,0.3152709469784405,0.9963786228060102,Distracted
2,0,1,0,1,0.31532583692511007,0.664502408437265,0.29536306769278675,0.34236571844823693,Relaxed
1,0,2,3,3,0.3173382258926844,0.7230582413470981,0.6151955160528627,1.0,Distracted
3,2,1,0,1,0.715724459933502,0.33770693908262717,0.37043168477725935,0.2842996191118261,Stressed
1,0,2,1,0,0.23633745657903174,0.6288745915440637,0.6104293763975785,0.06396810115478514,Relaxed
2,0,2,2,3,0.40545195190968547,0.5645672579360161,0.5989143017306718,0.9868650206629581,Distracted
0,1,2,2,2,0.23364467239905695,0.7621516270677908,0.6152709885468551,0.6388782515325407,Relaxed
1,2,2,1,1,0.49043381546464665,0.5632764390565681,0.6609877818280088,0.36533616968251115,Fatigued
3,1,1,3,3,0.7897669970030472,0.26392756423681696,0.3708371018408125,0.9739118579552323,Stressed
1,0,1,0,3,0.15761949171816209,0.8887657251644059,0.36202659201785453,1.0,Distracted
0,3,2,0,2,0.2971916573892195,0.7406765028601178,0.6453999282303811,0.6461795059000418,Relaxed
3,1,2,2,3,0.6514882515692546,0.3598642569950446,0.6346179454233033,1.0,Distracted
0,0,1,3,2,0.24883134427665193,0.7370071160299716,0.38425526392976567,0.6471022476688901,Relaxed
2,3,2,0,2,0.6172233076726411,0.4022096260464073,0.6979143660016466,0.7019078136907505,Fatigued
1,2,2,2,3,0.5128727355657743,0.5700734987276181,0.7566531743498381,0.8776008318773567,Fatigued
0,3,1,3,2,0.5453890027256425,0.5364681122617159,0.26586372582933016,0.5847550022216202,Focused
1,2,2,1,3,0.455825716342797,0.6205088217196331,0.6352292231790108,1.0,Distracted
1,1,1,1,3,0.3648857829697879,0.7146830465948961,0.24842840878918673,0.9320720820593971,Distracted
3,2,1,2,2,0.8352103609728321,0.23079592525110498,0.4007267895320489,0.6186646107892466,Stressed
0,1,1,1,2,0.2245099126539782,0.6791449403782965,0.35326040054628666,0.7503411053698597,Distracted
1,0,3,3,3,0.26557916539069554,0.7221047222126293,0.9982505684211078,1.0,Fatigued
1,3,1,0,1,0.5829243316723636,0.4413271672511475,0.41433650093667657,0.3075728389487435,Focused
2,0,1,1,0,0.2782794244331089,0.7400474592716784,0.3126173176182284,0.0,Relaxed
1,3,1,3,3,0.7462930213450587,0.22954604689026595,0.3695339353150279,1.0,Stressed
2,1,2,3,0,0.6708664201766175,0.28449710512203485,0.7742177186493115,0.0,Fatigued
1,1,2,1,0,0.33283959996342927,0.7033262725713249,0.6992979728553252,0.0,Fatigued
0,0,1,2,3,0.23057440694649445,0.8579854221706417,0.3360924081239715,1.0,Distracted
0,1,2,2,2,0.22796907623061,0.861778982496227,0.666915628578153,0.6483898276421642,Fatigued
0,3,2,2,0,0.49596362481805734,0.5015036031437429,0.7080067330380395,0.0,Fatigued
0,0,1,2,3,0.06905036104901556,0.9646482170607471,0.31324460391413544,1.0,Distracted
1,2,1,0,2,0.40331488792560644,0.5397204308155021,0.25508985277073604,0.6431945914684574,Focused
1,0,1,3,2,0.3210588784451436,0.6997943323471494,0.411574079426655,0.7120406450162657,Distracted
0,3,1,0,3,0.3984992196568485,0.5646620913374333,0.26630137833755224,0.9864242260838512,Distracted
2,1,1,2,3,0.46431729568299757,0.6120988868593358,0.48490627577567147,1.0,Distracted
2,3,3,0,3,0.7619168165186315,0.18064272695318648,0.9903959393736684,1.0,Fatigued
1,0,1,2,2,0.19716593068505278,0.866956762440444,0.3028388305053575,0.7076711888648503,Distracted
0,2,3,1,2,0.3468818796099337,0.6775261772435273,1.0,0.6378582507984721,Fatigued
3,1,3,3,3,0.6876551363533054,0.24949196652218472,1.0,1.0,Fatigued
1,0,1,1,0,0.18410475390409412,0.8681294551156701,0.39190697743145203,0.0,Relaxed
0,1,1,1,2,0.14684960698548827,0.8628913394972633,0.33731162416025146,0.7092531429194117,Distracted
2,1,0,2,1,0.5616282769750113,0.4251734161189384,0.05087209629863444,0.27540909028182653,Focused
2,0,1,3,3,0.46424241106206143,0.47199051762588506,0.3048967666371263,0.929696891031322,Distracted
1,1,0,1,1,0.32097196371695197,0.6976123634959988,0.0,0.45055844852687116,Relaxed
1,1,2,2,2,0.4089581557562288,0.579780427394859,0.7095905282430685,0.699290636331003,Fatigued
0,1,2,3,3,0.3622043139817286,0.6504389284269569,0.7601052896058766,1.0,Fatigued
1,1,0,1,2,0.2746629238282422,0.8200928865773257,0.0,0.6917875247734732,Distracted
1,1,2,3,3,0.5027570989923985,0.5368930111205942,0.6526826237529073,1.0,Fatigued
1,0,0,2,2,0.27108985890084375,0.7747029497861546,0.0,0.6966197339980906,Distracted
2,2,1,3,3,0.745936603511377,0.22573237914884436,0.35843478941704643,1.0,Stressed
1,3,1,0,1,0.4819463656763828,0.596214541755811,0.3033706297482525,0.26149866356598167,Focused
0,1,2,3,0,0.2991826870137074,0.667837314237763,0.6181169996686218,0.07529076710086846,Relaxed
1,0,3,2,1,0.3008745343031734,0.7949973071874665,1.0,0.35349339837016647,Fatigued
1,3,2,3,2,0.7433214508939764,0.2976365243489289,0.7384287131031538,0.6351011295244313,Fatigued
0,1,3,1,3,0.08462432865537327,0.9051880986876348,1.0,1.0,Fatigued
2,0,1,3,1,0.4750247014454946,0.5357009042484111,0.242283274392324,0.3178532935436116,Focused
2,2,1,3,2,0.6669914426041695,0.31070043646704365,0.3967762225665732,0.7044005940143647,Distracted
1,3,2,3,3,0.6567100143412633,0.30229398692877013,0.6081702956205965,0.9419054895237251,Distracted
1,3,1,1,1,0.6022568262468857,0.3256036349955248,0.3997825488916157,0.3330919473063677,Focused
1,0,2,3,3,0.31611820904447524,0.6079060655328312,0.6897869554269654,0.9997119912399428,Fatigued
2,0,2,1,0,0.3107799041345154,0.6400834932540769,0.6262455252245658,0.0,Relaxed
2,1,3,0,2,0.3935376085549306,0.7319587337055391,0.9614652327305137,0.6215718354403181,Fatigued
1,2,1,0,1,0.42647885263506613,0.5095451542412259,0.3628026720712579,0.4017114295424729,Focused
0,2,2,1,1,0.3709437937321091,0.621114605762675,0.6627428036349449,0.3645083981696713,Fatigued
2,1,3,0,3,0.3766624809359126,0.4928447418427803,1.0,1.0,Fatigued
3,1,3,2,1,0.6746023592779004,0.3364567858465223,0.993279345732872,0.3017539481362442,Fatigued
0,2,2,2,1,0.501950026641107,0.45301904726969117,0.686702514771206,0.40950749619537474,Fatigued
0,1,1,0,1,0.1214672316694666,0.8633352542554804,0.3099211623274501,0.3253289088156006,Relaxed
1,0,3,2,1,0.340965562184019,0.7292382447048842,0.9899983626390534,0.3389203120576805,Fatigued
1,0,2,1,0,0.23135141167661963,0.7680236702262979,0.6357342902036227,0.014669942826707128,Relaxed
2,1,2,3,3,0.5603397224233673,0.3909565727754425,0.6023309300711633,1.0,Distracted
1,2,0,0,2,0.4159279104665406,0.5151434979446764,0.04485869947056642,0.6337404919186541,Focused
1,0,1,3,3,0.341746966603781,0.7093087551400371,0.27788308987471066,0.9559932955493502,Distracted
2,1,1,0,1,0.4606414519741511,0.4439282740208989,0.2748878048822499,0.3165112328580965,Focused
2,1,0,3,2,0.6928704157932195,0.31035976517746255,0.035733400585965976,0.6173721730755407,Focused
2,2,2,1,3,0.6258200316982241,0.4358609551645474,0.6116691737957809,0.9812459938345627,Distracted
0,0,1,2,2,0.2451384268580934,0.742956901493958,0.2779033609464839,0.6256155493452478,Relaxed
2,2,3,0,1,0.6049632325726617,0.3799200352180615,1.0,0.31578877042085085,Fatigued
1,3,2,2,2,0.5666537276007085,0.3833657257533986,0.5797115734075154,0.5472185471016493,Focused
0,2,1,0,0,0.24747291889380435,0.7604883356509029,0.3505329308683043,0.00999738083039971,Relaxed
2,0,3,3,0,0.4753578919606208,0.49576572299199695,1.0,0.06672585371950443,Fatigued
2,1,1,3,0,0.6080223124278755,0.4626366843980117,0.2892087572514582,0.015581026008514796,Focused
1,1,2,2,3,0.4137707993561109,0.6152295075396816,0.5897559984058425,1.0,Distracted
2,1,3,0,3,0.40094806815924106,0.5389841970085232,1.0,1.0,Fatigued
1,2,2,2,1,0.5224771657180451,0.6161493927472579,0.6239875850557258,0.29825649198787485,Focused
1,0,1,0,2,0.11066147525739833,0.8293451112107976,0.34952269143751297,0.6619225244839889,Distracted
0,0,1,3,3,0.23444576506154816,0.7851946045393492,0.3190417125168455,1.0,Distracted
0,1,1,2,3,0.24162096199898953,0.7913180198025643,0.3011250262532736,0.9316780640857243,Distracted
2,2,1,3,3,0.6425601710905688,0.38570216765452925,0.2903485401951359,1.0,Distracted
1,1,1,0,2,0.24960005346961348,0.7992437692662689,0.36135972093397534,0.6580621836218898,Distracted
2,0,2,0,1,0.2259788121329726,0.7221649175294861,0.7062804171212023,0.25643733739661484,Fatigued
2,1,1,0,2,0.35095137389903946,0.6745379378348652,0.3626939393574334,0.6197714522243543,Relaxed
1,2,1,2,1,0.5166461396132548,0.5250301818808337,0.4106688286194965,0.22073955475706492,Focused
